Game,GameInfo,Date_x,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,Date_y,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
"2023-12-21 - ARI 5, SJ 2","2023-12-21 - ARI, SJ",2023-12-21,ARI,5,SJ,2,Lost,2023-12-21,ARI,-155.0,1.65,0.61,0.547113777172513,0.4528862228274869,0.44,2.25,125.0,SJ
"2023-12-22 - PHI 6, DET 7","2023-12-22 - PHI, DET",2023-12-22,PHI,6,DET,7,Won,2023-12-22,PHI,115.0,2.15,0.47,0.492489502249378,0.507510497750622,0.57,1.74,-135.0,DET
"2023-12-22 - EDM 4, NYR 3","2023-12-22 - EDM, NYR",2023-12-22,EDM,4,NYR,3,Lost,2023-12-22,EDM,115.0,2.15,0.47,0.455887044470344,0.544112955529656,0.58,1.71,-140.0,NYR
"2023-12-22 - BOS 1, WPG 5","2023-12-22 - BOS, WPG",2023-12-22,BOS,1,WPG,5,Won,2023-12-22,BOS,-125.0,1.8,0.56,0.4571909072587764,0.5428090927412235,0.49,2.05,105.0,WPG
"2023-12-22 - MTL 5, CHI 2","2023-12-22 - MTL, CHI",2023-12-22,MTL,5,CHI,2,Lost,2023-12-22,MTL,-105.0,1.95,0.51,0.5138073165025431,0.4861926834974568,0.53,1.87,-115.0,CHI
"2023-12-23 - VGK 2, FLA 4","2023-12-23 - VGK, FLA",2023-12-23,VGK,2,FLA,4,Won,2023-12-23,VGK,115.0,2.15,0.47,0.4288468068631209,0.5711531931368791,0.57,1.74,-135.0,FLA
"2023-12-23 - DAL 3, NSH 2","2023-12-23 - DAL, NSH",2023-12-23,DAL,3,NSH,2,Lost,2023-12-23,DAL,-130.0,1.77,0.56,0.4673323828420328,0.5326676171579671,0.48,2.1,110.0,NSH
"2023-12-23 - NYI 5, CAR 4","2023-12-23 - NYI, CAR",2023-12-23,NYI,5,CAR,4,Lost,2023-12-23,NYI,145.0,2.45,0.41,0.426564696651303,0.5734353033486971,0.64,1.57,-175.0,CAR
"2023-12-23 - TOR 4, CBJ 1","2023-12-23 - TOR, CBJ",2023-12-23,TOR,4,CBJ,1,Lost,2023-12-23,TOR,-225.0,1.44,0.69,0.4921306259531357,0.5078693740468642,0.36,2.8,180.0,CBJ
"2023-12-23 - BOS 2, MIN 3","2023-12-23 - BOS, MIN",2023-12-23,BOS,2,MIN,3,Won,2023-12-23,BOS,-130.0,1.77,0.56,0.4493818457389628,0.5506181542610371,0.48,2.1,110.0,MIN
"2023-12-23 - DET 2, NJ 3","2023-12-23 - DET, NJ",2023-12-23,DET,2,NJ,3,Won,2023-12-23,DET,155.0,2.55,0.39,0.4008923777692055,0.5991076222307944,0.65,1.53,-190.0,NJ
"2023-12-23 - PIT 4, OTT 5","2023-12-23 - PIT, OTT",2023-12-23,PIT,4,OTT,5,Won,2023-12-23,PIT,-105.0,1.95,0.51,0.4592421013514282,0.5407578986485718,0.53,1.87,-115.0,OTT
"2023-12-23 - TB 2, WSH 1","2023-12-23 - TB, WSH",2023-12-23,TB,2,WSH,1,Lost,2023-12-23,TB,-145.0,1.69,0.59,0.4724914873793099,0.52750851262069,0.45,2.2,120.0,WSH
"2023-12-23 - BUF 3, NYR 4","2023-12-23 - BUF, NYR",2023-12-23,BUF,3,NYR,4,Won,2023-12-23,BUF,145.0,2.45,0.41,0.4347985308807521,0.5652014691192481,0.64,1.57,-175.0,NYR
"2023-12-23 - SEA 3, ANA 2","2023-12-23 - SEA, ANA",2023-12-23,SEA,3,ANA,2,Lost,2023-12-23,SEA,-140.0,1.71,0.58,0.5250468771568104,0.4749531228431896,0.45,2.2,120.0,ANA
"2023-12-23 - CHI 5, STL 7","2023-12-23 - CHI, STL",2023-12-23,CHI,5,STL,7,Won,2023-12-23,CHI,220.0,3.2,0.31,0.4308979817725822,0.5691020182274179,,,,STL
"2023-12-23 - ARI 1, COL 4","2023-12-23 - ARI, COL",2023-12-23,ARI,1,COL,4,Won,2023-12-23,ARI,180.0,2.8,0.36,0.436357142154115,0.5636428578458847,0.69,1.44,-225.0,COL
"2023-12-23 - CGY 3, LA 5","2023-12-23 - CGY, LA",2023-12-23,CGY,3,LA,5,Won,2023-12-23,CGY,130.0,2.3,0.43,0.442473418380841,0.5575265816191589,0.61,1.65,-155.0,LA
"2023-12-23 - SJ 4, VAN 7","2023-12-23 - SJ, VAN",2023-12-23,SJ,4,VAN,7,Won,2023-12-23,SJ,240.0,3.4,0.29,0.4056870324730091,0.5943129675269909,0.75,1.33,-300.0,VAN
"2023-12-27 - CBJ 3, NJ 4","2023-12-27 - CBJ, NJ",2023-12-27,CBJ,3,NJ,4,Won,2023-12-27,CBJ,200.0,3.0,0.33,0.3728144661093753,0.6271855338906246,0.71,1.4,-250.0,NJ
"2023-12-27 - WSH 1, NYR 5","2023-12-27 - WSH, NYR",2023-12-27,WSH,1,NYR,5,Won,2023-12-27,WSH,180.0,2.8,0.36,0.4586224351524176,0.5413775648475825,0.69,1.44,-225.0,NYR
"2023-12-27 - FLA 3, TB 2","2023-12-27 - FLA, TB",2023-12-27,FLA,3,TB,2,Lost,2023-12-27,FLA,-110.0,1.91,0.52,0.5126523002431295,0.4873476997568706,0.52,1.91,-110.0,TB
"2023-12-27 - OTT 4, TOR 2","2023-12-27 - OTT, TOR",2023-12-27,OTT,4,TOR,2,Lost,2023-12-27,OTT,140.0,2.4,0.42,0.4247536224964812,0.5752463775035186,0.62,1.61,-165.0,TOR
"2023-12-27 - BOS 4, BUF 1","2023-12-27 - BOS, BUF",2023-12-27,BOS,4,BUF,1,Lost,2023-12-27,BOS,-155.0,1.65,0.61,0.470572987952382,0.529427012047618,0.43,2.3,130.0,BUF
"2023-12-27 - PIT 7, NYI 0","2023-12-27 - PIT, NYI",2023-12-27,PIT,7,NYI,0,Lost,2023-12-27,PIT,100.0,2.0,0.5,0.5287623657531184,0.4712376342468815,0.55,1.83,-120.0,NYI
"2023-12-27 - DET 3, MIN 6","2023-12-27 - DET, MIN",2023-12-27,DET,3,MIN,6,Won,2023-12-27,DET,115.0,2.15,0.47,0.4367532431442467,0.5632467568557534,0.57,1.74,-135.0,MIN
"2023-12-27 - CAR 5, NSH 2","2023-12-27 - CAR, NSH",2023-12-27,CAR,5,NSH,2,Lost,2023-12-27,CAR,-140.0,1.71,0.58,0.5486492951542753,0.4513507048457247,0.47,2.15,115.0,NSH
"2023-12-27 - DAL 1, STL 2","2023-12-27 - DAL, STL",2023-12-27,DAL,1,STL,2,Won,2023-12-27,DAL,-165.0,1.61,0.62,0.4839516030283882,0.5160483969716118,,,,STL
"2023-12-27 - COL 4, ARI 5","2023-12-27 - COL, ARI",2023-12-27,COL,4,ARI,5,Won,2023-12-27,COL,-160.0,1.62,0.62,0.4798772547788047,0.5201227452211952,0.43,2.35,135.0,ARI
"2023-12-27 - WPG 1, CHI 2","2023-12-27 - WPG, CHI",2023-12-27,WPG,1,CHI,2,Won,2023-12-27,WPG,-225.0,1.44,0.69,0.5086023801370345,0.4913976198629654,0.36,2.8,180.0,CHI
"2023-12-27 - SEA 2, CGY 1","2023-12-27 - SEA, CGY",2023-12-27,SEA,2,CGY,1,Lost,2023-12-27,SEA,125.0,2.25,0.44,0.5,0.5,0.6,1.67,-150.0,CGY
"2023-12-27 - VGK 2, ANA 5","2023-12-27 - VGK, ANA",2023-12-27,VGK,2,ANA,5,Won,2023-12-27,VGK,-225.0,1.44,0.69,0.4734040236922208,0.5265959763077791,0.36,2.8,180.0,ANA
"2023-12-27 - SJ 1, LA 5","2023-12-27 - SJ, LA",2023-12-27,SJ,1,LA,5,Won,2023-12-27,SJ,275.0,3.75,0.27,0.4323282168290026,0.5676717831709975,0.78,1.29,-350.0,LA
"2023-12-28 - MTL 3, CAR 5","2023-12-28 - MTL, CAR",2023-12-28,MTL,3,CAR,5,Won,2023-12-28,MTL,220.0,3.2,0.31,0.4408113959431562,0.5591886040568437,0.74,1.36,-275.0,CAR
"2023-12-28 - PHI 4, VAN 1","2023-12-28 - PHI, VAN",2023-12-28,PHI,4,VAN,1,Lost,2023-12-28,PHI,135.0,2.35,0.43,0.4512748031803837,0.5487251968196163,0.62,1.62,-160.0,VAN
"2023-12-28 - LA 2, VGK 3","2023-12-28 - LA, VGK",2023-12-28,LA,2,VGK,3,Won,2023-12-28,LA,-110.0,1.91,0.52,0.438759759360959,0.561240240639041,0.52,1.91,-110.0,VGK
"2023-12-28 - EDM 5, SJ 0","2023-12-28 - EDM, SJ",2023-12-28,EDM,5,SJ,0,Lost,2023-12-28,EDM,-400.0,1.25,0.8,0.5136041617292254,0.4863958382707745,0.24,4.1,310.0,SJ
"2023-12-29 - TOR 5, CBJ 6","2023-12-29 - TOR, CBJ",2023-12-29,TOR,5,CBJ,6,Won,2023-12-29,TOR,-210.0,1.48,0.68,0.492205538058964,0.5077944619410361,0.37,2.7,170.0,CBJ
"2023-12-29 - TOR 5, CBJ 6","2023-12-29 - TOR, CBJ",2023-12-29,TOR,5,CBJ,6,Won,2023-12-29,TOR,-210.0,1.48,0.68,0.492205538058964,0.5077944619410361,0.38,2.65,165.0,CBJ
"2023-12-29 - TOR 5, CBJ 6","2023-12-29 - TOR, CBJ",2023-12-29,TOR,5,CBJ,6,Won,2023-12-29,TOR,-115.0,1.87,0.53,0.492205538058964,0.5077944619410361,0.37,2.7,170.0,CBJ
"2023-12-29 - TOR 5, CBJ 6","2023-12-29 - TOR, CBJ",2023-12-29,TOR,5,CBJ,6,Won,2023-12-29,TOR,-115.0,1.87,0.53,0.492205538058964,0.5077944619410361,0.38,2.65,165.0,CBJ
"2023-12-29 - NSH 4, DET 5","2023-12-29 - NSH, DET",2023-12-29,NSH,4,DET,5,Won,2023-12-29,NSH,-105.0,1.95,0.51,0.5233246202376759,0.4766753797623242,0.53,1.87,-115.0,DET
"2023-12-29 - NSH 4, DET 5","2023-12-29 - NSH, DET",2023-12-29,NSH,4,DET,5,Won,2023-12-29,NSH,-105.0,1.95,0.51,0.5233246202376759,0.4766753797623242,0.53,1.87,-115.0,DET
"2023-12-29 - NYR 3, FLA 4","2023-12-29 - NYR, FLA",2023-12-29,NYR,3,FLA,4,Won,2023-12-29,NYR,120.0,2.2,0.45,0.4432670223885603,0.5567329776114395,0.59,1.69,-145.0,FLA
"2023-12-29 - NYR 3, FLA 4","2023-12-29 - NYR, FLA",2023-12-29,NYR,3,FLA,4,Won,2023-12-29,NYR,120.0,2.2,0.45,0.4432670223885603,0.5567329776114395,0.71,1.4,-250.0,FLA
"2023-12-29 - NYR 3, FLA 4","2023-12-29 - NYR, FLA",2023-12-29,NYR,3,FLA,4,Won,2023-12-29,NYR,-105.0,1.95,0.51,0.4432670223885603,0.5567329776114395,0.59,1.69,-145.0,FLA
"2023-12-29 - NYR 3, FLA 4","2023-12-29 - NYR, FLA",2023-12-29,NYR,3,FLA,4,Won,2023-12-29,NYR,-105.0,1.95,0.51,0.4432670223885603,0.5567329776114395,0.71,1.4,-250.0,FLA
"2023-12-29 - NJ 6, OTT 2","2023-12-29 - NJ, OTT",2023-12-29,NJ,6,OTT,2,Lost,2023-12-29,NJ,-115.0,1.87,0.53,0.4768800982086595,0.5231199017913404,0.51,1.95,-105.0,OTT
"2023-12-29 - NJ 6, OTT 2","2023-12-29 - NJ, OTT",2023-12-29,NJ,6,OTT,2,Lost,2023-12-29,NJ,135.0,2.35,0.43,0.4768800982086595,0.5231199017913404,0.51,1.95,-105.0,OTT
"2023-12-29 - WSH 1, NYI 5","2023-12-29 - WSH, NYI",2023-12-29,WSH,1,NYI,5,Won,2023-12-29,WSH,130.0,2.3,0.43,0.5324711269878849,0.4675288730121149,0.61,1.65,-155.0,NYI
"2023-12-29 - WSH 1, NYI 5","2023-12-29 - WSH, NYI",2023-12-29,WSH,1,NYI,5,Won,2023-12-29,WSH,-115.0,1.87,0.53,0.5324711269878849,0.4675288730121149,0.61,1.65,-155.0,NYI
"2023-12-29 - CHI 4, DAL 5","2023-12-29 - CHI, DAL",2023-12-29,CHI,4,DAL,5,Won,2023-12-29,CHI,310.0,4.1,0.24,0.4184555645312424,0.5815444354687576,0.8,1.25,-400.0,DAL
"2023-12-29 - COL 2, STL 1","2023-12-29 - COL, STL",2023-12-29,COL,2,STL,1,Lost,2023-12-29,COL,-165.0,1.61,0.62,0.4887707268124769,0.5112292731875231,,,,STL
"2023-12-29 - ARI 2, ANA 0","2023-12-29 - ARI, ANA",2023-12-29,ARI,2,ANA,0,Lost,2023-12-29,ARI,-130.0,1.77,0.56,0.525913234775164,0.4740867652248359,0.48,2.1,110.0,ANA
"2023-12-29 - PHI 1, SEA 2","2023-12-29 - PHI, SEA",2023-12-29,PHI,1,SEA,2,Won,2023-12-29,PHI,115.0,2.15,0.47,0.4723140415795014,0.5276859584204986,0.57,1.74,-135.0,SEA
"2023-12-30 - MIN 2, WPG 4","2023-12-30 - MIN, WPG",2023-12-30,MIN,2,WPG,4,Won,2023-12-30,MIN,120.0,2.2,0.45,0.4414900089066569,0.558509991093343,0.59,1.69,-145.0,WPG
"2023-12-30 - CBJ 2, BUF 3","2023-12-30 - CBJ, BUF",2023-12-30,CBJ,2,BUF,3,Won,2023-12-30,CBJ,165.0,2.65,0.38,0.4155792439935645,0.5844207560064355,0.67,1.5,-200.0,BUF
"2023-12-30 - NJ 2, BOS 5","2023-12-30 - NJ, BOS",2023-12-30,NJ,2,BOS,5,Won,2023-12-30,NJ,130.0,2.3,0.43,0.5557194821066259,0.4442805178933739,0.61,1.65,-155.0,BOS
"2023-12-30 - MTL 1, FLA 4","2023-12-30 - MTL, FLA",2023-12-30,MTL,1,FLA,4,Won,2023-12-30,MTL,200.0,3.0,0.33,0.4225365861339946,0.5774634138660055,0.71,1.4,-250.0,FLA
"2023-12-30 - STL 2, PIT 4","2023-12-30 - STL, PIT",2023-12-30,STL,2,PIT,4,Won,2023-12-30,STL,,,,0.4794240656042153,0.5205759343957848,0.67,1.5,-200.0,PIT
"2023-12-30 - NYR 5, TB 1","2023-12-30 - NYR, TB",2023-12-30,NYR,5,TB,1,Lost,2023-12-30,NYR,-105.0,1.95,0.51,0.477465671021602,0.522534328978398,0.53,1.87,-115.0,TB
"2023-12-30 - CAR 3, TOR 2","2023-12-30 - CAR, TOR",2023-12-30,CAR,3,TOR,2,Lost,2023-12-30,CAR,-125.0,1.8,0.56,0.4202110733905166,0.5797889266094832,0.49,2.05,105.0,TOR
"2023-12-30 - NSH 3, WSH 2","2023-12-30 - NSH, WSH",2023-12-30,NSH,3,WSH,2,Lost,2023-12-30,NSH,-110.0,1.91,0.52,0.4830474095295153,0.5169525904704848,0.52,1.91,-110.0,WSH
"2023-12-30 - EDM 3, LA 2","2023-12-30 - EDM, LA",2023-12-30,EDM,3,LA,2,Lost,2023-12-30,EDM,100.0,2.0,0.5,0.4297039787504536,0.5702960212495465,0.55,1.83,-120.0,LA
"2024-01-02 - BOS 4, CBJ 1","2024-01-02 - BOS, CBJ",2024-01-02,BOS,4,CBJ,1,Lost,2024-01-02,BOS,-225.0,1.44,0.69,0.5284844198641624,0.4715155801358376,0.35,2.85,185.0,CBJ
"2024-01-02 - CAR 6, NYR 1","2024-01-02 - CAR, NYR",2024-01-02,CAR,6,NYR,1,Lost,2024-01-02,CAR,110.0,2.1,0.48,0.4644981361246028,0.5355018638753972,0.56,1.77,-130.0,NYR
"2024-01-02 - WSH 4, PIT 3","2024-01-02 - WSH, PIT",2024-01-02,WSH,4,PIT,3,Lost,2024-01-02,WSH,150.0,2.5,0.4,0.4499708170524283,0.5500291829475717,0.65,1.54,-185.0,PIT
"2024-01-02 - WSH 4, PIT 3","2024-01-02 - WSH, PIT",2024-01-02,WSH,4,PIT,3,Lost,2024-01-02,WSH,135.0,2.35,0.43,0.4499708170524283,0.5500291829475717,0.65,1.54,-185.0,PIT
"2024-01-02 - MTL 4, DAL 3","2024-01-02 - MTL, DAL",2024-01-02,MTL,4,DAL,3,Lost,2024-01-02,MTL,240.0,3.4,0.29,0.4355458522804698,0.5644541477195301,0.75,1.33,-300.0,DAL
"2024-01-02 - CGY 3, MIN 1","2024-01-02 - CGY, MIN",2024-01-02,CGY,3,MIN,1,Lost,2024-01-02,CGY,-115.0,1.87,0.53,0.4478968950141439,0.552103104985856,0.51,1.95,-105.0,MIN
"2024-01-02 - CHI 0, NSH 3","2024-01-02 - CHI, NSH",2024-01-02,CHI,0,NSH,3,Won,2024-01-02,CHI,240.0,3.4,0.29,0.4251626951439262,0.5748373048560739,0.75,1.33,-300.0,NSH
"2024-01-02 - TB 2, WPG 4","2024-01-02 - TB, WPG",2024-01-02,TB,2,WPG,4,Won,2024-01-02,TB,115.0,2.15,0.47,0.4038476940572345,0.5961523059427656,0.57,1.74,-135.0,WPG
"2024-01-02 - FLA 4, ARI 1","2024-01-02 - FLA, ARI",2024-01-02,FLA,4,ARI,1,Lost,2024-01-02,FLA,-175.0,1.57,0.64,0.5409259139590288,0.4590740860409713,0.41,2.45,145.0,ARI
"2024-01-02 - NYI 4, COL 5","2024-01-02 - NYI, COL",2024-01-02,NYI,4,COL,5,Won,2024-01-02,NYI,150.0,2.5,0.4,0.3970341187628129,0.6029658812371871,0.65,1.54,-185.0,COL
"2024-01-02 - PHI 2, EDM 5","2024-01-02 - PHI, EDM",2024-01-02,PHI,2,EDM,5,Won,2024-01-02,PHI,150.0,2.5,0.4,0.4136515659038671,0.5863484340961329,0.65,1.54,-185.0,EDM
"2024-01-02 - OTT 3, VAN 6","2024-01-02 - OTT, VAN",2024-01-02,OTT,3,VAN,6,Won,2024-01-02,OTT,120.0,2.2,0.45,0.4093913702041089,0.5906086297958911,0.59,1.69,-145.0,VAN
"2024-01-02 - TOR 3, LA 0","2024-01-02 - TOR, LA",2024-01-02,TOR,3,LA,0,Lost,2024-01-02,TOR,110.0,2.1,0.48,0.4347632387467048,0.5652367612532953,0.56,1.77,-130.0,LA
"2024-01-02 - TOR 3, LA 0","2024-01-02 - TOR, LA",2024-01-02,TOR,3,LA,0,Lost,2024-01-02,TOR,-190.0,1.53,0.65,0.4347632387467048,0.5652367612532953,0.56,1.77,-130.0,LA
"2024-01-02 - DET 5, SJ 3","2024-01-02 - DET, SJ",2024-01-02,DET,5,SJ,3,Lost,2024-01-02,DET,-185.0,1.54,0.65,0.5070831318242636,0.4929168681757364,0.4,2.5,150.0,SJ
"2024-01-03 - NJ 6, WSH 3","2024-01-03 - NJ, WSH",2024-01-03,NJ,6,WSH,3,Lost,2024-01-03,NJ,-175.0,1.57,0.64,0.5682837974007164,0.4317162025992835,0.41,2.45,145.0,WSH
"2024-01-03 - TOR 2, ANA 1","2024-01-03 - TOR, ANA",2024-01-03,TOR,2,ANA,1,Lost,2024-01-03,TOR,-200.0,1.5,0.67,0.4791693536982281,0.520830646301772,0.38,2.65,165.0,ANA
"2024-01-04 - PIT 6, BOS 5","2024-01-04 - PIT, BOS",2024-01-04,PIT,6,BOS,5,Lost,2024-01-04,PIT,120.0,2.2,0.45,0.5118391895536231,0.4881608104463769,0.59,1.69,-145.0,BOS
"2024-01-04 - BUF 6, MTL 1","2024-01-04 - BUF, MTL",2024-01-04,BUF,6,MTL,1,Lost,2024-01-04,BUF,-150.0,1.67,0.6,0.4794667283911031,0.5205332716088968,0.44,2.25,125.0,MTL
"2024-01-04 - CHI 1, NYR 4","2024-01-04 - CHI, NYR",2024-01-04,CHI,1,NYR,4,Won,2024-01-04,CHI,350.0,4.5,0.22,0.4194809964966364,0.5805190035033637,0.82,1.22,-450.0,NYR
"2024-01-04 - CHI 1, NYR 4","2024-01-04 - CHI, NYR",2024-01-04,CHI,1,NYR,4,Won,2024-01-04,CHI,310.0,4.1,0.24,0.4194809964966364,0.5805190035033637,0.82,1.22,-450.0,NYR
"2024-01-04 - CBJ 3, PHI 2","2024-01-04 - CBJ, PHI",2024-01-04,CBJ,3,PHI,2,Lost,2024-01-04,CBJ,155.0,2.55,0.39,0.4105075906843634,0.5894924093156365,0.65,1.53,-190.0,PHI
"2024-01-04 - COL 5, DAL 4","2024-01-04 - COL, DAL",2024-01-04,COL,5,DAL,4,Lost,2024-01-04,COL,105.0,2.05,0.49,0.4311679127603582,0.5688320872396415,0.56,1.8,-125.0,DAL
"2024-01-04 - TB 4, MIN 1","2024-01-04 - TB, MIN",2024-01-04,TB,4,MIN,1,Lost,2024-01-04,TB,-130.0,1.77,0.56,0.4383924735448314,0.5616075264551685,0.48,2.1,110.0,MIN
"2024-01-04 - CGY 6, NSH 3","2024-01-04 - CGY, NSH",2024-01-04,CGY,6,NSH,3,Lost,2024-01-04,CGY,100.0,2.0,0.5,0.4442113437901088,0.5557886562098912,0.55,1.83,-120.0,NSH
"2024-01-04 - VAN 1, STL 2","2024-01-04 - VAN, STL",2024-01-04,VAN,1,STL,2,Won,2024-01-04,VAN,-150.0,1.67,0.6,0.4633899365712126,0.5366100634287875,,,,STL
"2024-01-04 - NYI 5, ARI 1","2024-01-04 - NYI, ARI",2024-01-04,NYI,5,ARI,1,Lost,2024-01-04,NYI,-115.0,1.87,0.53,0.3851836412701117,0.6148163587298884,0.51,1.95,-105.0,ARI
"2024-01-04 - OTT 1, SEA 4","2024-01-04 - OTT, SEA",2024-01-04,OTT,1,SEA,4,Won,2024-01-04,OTT,100.0,2.0,0.5,0.4389273328818324,0.5610726671181674,0.55,1.83,-120.0,SEA
"2024-01-04 - FLA 4, VGK 1","2024-01-04 - FLA, VGK",2024-01-04,FLA,4,VGK,1,Lost,2024-01-04,FLA,-120.0,1.83,0.55,0.4790675897848283,0.5209324102151718,0.5,2.0,100.0,VGK
"2024-01-04 - DET 4, LA 3","2024-01-04 - DET, LA",2024-01-04,DET,4,LA,3,Lost,2024-01-04,DET,150.0,2.5,0.4,0.4274033852580478,0.5725966147419522,0.65,1.54,-185.0,LA
"2024-01-04 - WPG 2, SJ 1","2024-01-04 - WPG, SJ",2024-01-04,WPG,2,SJ,1,Lost,2024-01-04,WPG,-275.0,1.36,0.74,0.4938460305572358,0.506153969442764,0.31,3.2,220.0,SJ
"2024-01-04 - WPG 2, SJ 1","2024-01-04 - WPG, SJ",2024-01-04,WPG,2,SJ,1,Lost,2024-01-04,WPG,-200.0,1.5,0.67,0.4938460305572358,0.506153969442764,0.31,3.2,220.0,SJ
"2024-01-05 - CHI 2, NJ 4","2024-01-05 - CHI, NJ",2024-01-05,CHI,2,NJ,4,Won,2024-01-05,CHI,340.0,4.4,0.23,0.4030250897452339,0.596974910254766,0.82,1.22,-450.0,NJ
"2024-01-05 - CAR 6, WSH 2","2024-01-05 - CAR, WSH",2024-01-05,CAR,6,WSH,2,Lost,2024-01-05,CAR,-175.0,1.57,0.64,0.530710355120053,0.4692896448799469,0.41,2.45,145.0,WSH
"2024-01-05 - WPG 3, ANA 1","2024-01-05 - WPG, ANA",2024-01-05,WPG,3,ANA,1,Lost,2024-01-05,WPG,-185.0,1.54,0.65,0.4899439708287662,0.5100560291712337,0.4,2.5,150.0,ANA
"2024-01-06 - CGY 2, PHI 3","2024-01-06 - CGY, PHI",2024-01-06,CGY,2,PHI,3,Won,2024-01-06,CGY,-225.0,1.44,0.69,0.4479181733321349,0.5520818266678652,,,,PHI
"2024-01-06 - FLA 8, COL 4","2024-01-06 - FLA, COL",2024-01-06,FLA,8,COL,4,Lost,2024-01-06,FLA,-110.0,1.91,0.52,0.5106609208471744,0.4893390791528256,0.52,1.91,-110.0,COL
"2024-01-06 - TB 3, BOS 7","2024-01-06 - TB, BOS",2024-01-06,TB,3,BOS,7,Won,2024-01-06,TB,135.0,2.35,0.43,0.5057110092513091,0.4942889907486909,0.62,1.62,-160.0,BOS
"2024-01-06 - STL 2, CAR 1","2024-01-06 - STL, CAR",2024-01-06,STL,2,CAR,1,Lost,2024-01-06,STL,,,,0.4369826506583974,0.5630173493416024,0.65,1.53,-190.0,CAR
"2024-01-06 - MIN 4, CBJ 3","2024-01-06 - MIN, CBJ",2024-01-06,MIN,4,CBJ,3,Lost,2024-01-06,MIN,-125.0,1.8,0.56,0.559275661422955,0.440724338577045,0.49,2.05,105.0,CBJ
"2024-01-06 - NYR 3, MTL 4","2024-01-06 - NYR, MTL",2024-01-06,NYR,3,MTL,4,Won,2024-01-06,NYR,-190.0,1.53,0.65,0.4789933035415718,0.5210066964584283,0.39,2.55,155.0,MTL
"2024-01-06 - VAN 6, NJ 4","2024-01-06 - VAN, NJ",2024-01-06,VAN,6,NJ,4,Lost,2024-01-06,VAN,-105.0,1.95,0.51,0.4051124442616618,0.5948875557383383,0.53,1.87,-115.0,NJ
"2024-01-06 - BUF 3, PIT 1","2024-01-06 - BUF, PIT",2024-01-06,BUF,3,PIT,1,Lost,2024-01-06,BUF,140.0,2.4,0.42,0.4228781633955814,0.5771218366044185,0.62,1.61,-165.0,PIT
"2024-01-06 - TOR 4, SJ 1","2024-01-06 - TOR, SJ",2024-01-06,TOR,4,SJ,1,Lost,2024-01-06,TOR,-300.0,1.33,0.75,0.4908296071788702,0.5091703928211299,0.29,3.4,240.0,SJ
"2024-01-06 - NSH 4, DAL 3","2024-01-06 - NSH, DAL",2024-01-06,NSH,4,DAL,3,Lost,2024-01-06,NSH,145.0,2.45,0.41,0.4172130014479522,0.582786998552048,0.64,1.57,-175.0,DAL
"2024-01-06 - OTT 1, EDM 3","2024-01-06 - OTT, EDM",2024-01-06,OTT,1,EDM,3,Won,2024-01-06,OTT,165.0,2.65,0.38,0.3939154936367398,0.6060845063632602,0.67,1.5,-200.0,EDM
"2024-01-06 - NYI 2, VGK 5","2024-01-06 - NYI, VGK",2024-01-06,NYI,2,VGK,5,Won,2024-01-06,NYI,120.0,2.2,0.45,0.4413305582432808,0.5586694417567194,0.59,1.69,-145.0,VGK
"2024-01-08 - VAN 6, NYR 3","2024-01-08 - VAN, NYR",2024-01-08,VAN,6,NYR,3,Lost,2024-01-08,VAN,120.0,2.2,0.45,0.4265356550993003,0.5734643449006996,0.59,1.69,-145.0,NYR
"2024-01-08 - PIT 4, PHI 1","2024-01-08 - PIT, PHI",2024-01-08,PIT,4,PHI,1,Lost,2024-01-08,PIT,-125.0,1.8,0.56,0.4686472887140638,0.5313527112859361,0.49,2.05,105.0,PHI
"2024-01-08 - DAL 4, MIN 0","2024-01-08 - DAL, MIN",2024-01-08,DAL,4,MIN,0,Lost,2024-01-08,DAL,-145.0,1.69,0.59,0.4828675754518161,0.517132424548184,0.45,2.2,120.0,MIN
"2024-01-08 - BOS 3, COL 4","2024-01-08 - BOS, COL",2024-01-08,BOS,3,COL,4,Won,2024-01-08,BOS,110.0,2.1,0.48,0.3745222576266314,0.6254777423733685,0.56,1.77,-130.0,COL
"2024-01-09 - SEA 5, BUF 2","2024-01-09 - SEA, BUF",2024-01-09,SEA,5,BUF,2,Lost,2024-01-09,SEA,-110.0,1.91,0.52,0.4501275475305965,0.5498724524694035,0.52,1.91,-110.0,BUF
"2024-01-09 - LA 2, TB 3","2024-01-09 - LA, TB",2024-01-09,LA,2,TB,3,Won,2024-01-09,LA,-130.0,1.77,0.56,0.462812335017477,0.537187664982523,0.48,2.1,110.0,TB
"2024-01-09 - SJ 1, TOR 7","2024-01-09 - SJ, TOR",2024-01-09,SJ,1,TOR,7,Won,2024-01-09,SJ,350.0,4.5,0.22,0.431318644042893,0.5686813559571069,0.82,1.22,-450.0,TOR
"2024-01-09 - VAN 5, NYI 2","2024-01-09 - VAN, NYI",2024-01-09,VAN,5,NYI,2,Lost,2024-01-09,VAN,100.0,2.0,0.5,0.5397017154014877,0.4602982845985124,0.55,1.83,-120.0,NYI
