Game,Date_x,AwayTeam,Away Team Implied Probability,Away Probability,AwayScore,HomeTeam,Home Team Implied Probability,Home Probability,HomeScore,HomeResult,AwayBet,HomeBet,AwayBetWon,HomeBetWon,total_results,total_bets,total_return
"2024-01-25 - CBJ 5, CGY 2",2024-01-25,CBJ,0.39,0.4605989064895526,5,CGY,0.65,0.5394010935104473,2,Lost,1,0,1.0,0.0,1.0,1,2.564102564102564
"2024-01-25 - CHI 0, EDM 3",2024-01-25,CHI,0.18,0.4267594487939881,0,EDM,0.87,0.5732405512060119,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-26 - VGK 5, NYR 2",2024-01-26,VGK,0.44,0.4497671614218855,5,NYR,0.6,0.5502328385781144,2,Lost,1,0,1.0,0.0,1.0,1,2.272727272727273
"2024-01-26 - FLA 3, PIT 2",2024-01-26,FLA,0.56,0.43700048259788,3,PIT,0.49,0.5629995174021198,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-26 - LA 1, COL 5",2024-01-26,LA,0.44,0.4542165203115285,1,COL,0.6,0.5457834796884715,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-26 - STL 4, SEA 3",2024-01-26,STL,,0.4384694256930958,4,SEA,0.62,0.5615305743069042,3,Lost,0,0,1.0,0.0,0.0,0,
"2024-01-27 - BOS 6, PHI 2",2024-01-27,BOS,0.6,0.435665498688662,6,PHI,0.44,0.5643345013113381,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-27 - WSH 4, DAL 5",2024-01-27,WSH,0.34,0.4593588340040403,4,DAL,0.71,0.5406411659959596,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-27 - NSH 1, EDM 4",2024-01-27,NSH,0.35,0.4220553678463816,1,EDM,0.69,0.5779446321536182,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-27 - BUF 5, SJ 2",2024-01-27,BUF,0.67,0.5066572516387204,5,SJ,0.38,0.4933427483612795,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-27 - ARI 1, CAR 3",2024-01-27,ARI,0.33,0.4207024163718482,1,CAR,0.71,0.5792975836281518,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-27 - VGK 2, DET 5",2024-01-27,VGK,0.48,0.4673932686903069,2,DET,0.57,0.532606731309693,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-27 - NYR 7, OTT 2",2024-01-27,NYR,0.52,0.4353061793782993,7,OTT,0.52,0.5646938206217007,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-27 - MTL 2, PIT 3",2024-01-27,MTL,0.35,0.4105591689923426,2,PIT,0.69,0.5894408310076573,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-27 - NJ 3, TB 6",2024-01-27,NJ,0.44,0.4294013234916814,3,TB,0.61,0.5705986765083186,6,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-01-27 - TOR 4, WPG 2",2024-01-27,TOR,0.49,0.4655699423789191,4,WPG,0.56,0.5344300576210809,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-27 - FLA 3, NYI 2",2024-01-27,FLA,0.58,0.4482849573407252,3,NYI,0.47,0.5517150426592746,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-27 - ANA 3, MIN 2",2024-01-27,ANA,0.37,0.4496826688472851,3,MIN,0.68,0.550317331152715,2,Lost,1,0,1.0,0.0,1.0,1,2.7027027027027026
"2024-01-27 - CHI 0, CGY 1",2024-01-27,CHI,0.29,0.4634330500411884,0,CGY,0.75,0.5365669499588118,1,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-27 - CBJ 4, VAN 5",2024-01-27,CBJ,0.29,0.4350797592310425,4,VAN,0.75,0.5649202407689574,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-01-30 - CBJ 1, STL 0",2024-01-30,CBJ,0.43,0.5,1,STL,,0.5,0,Lost,1,0,1.0,0.0,1.0,1,
"2024-01-30 - SEA 0, SJ 2",2024-01-30,SEA,0.71,0.5113404405273063,0,SJ,0.33,0.4886595594726938,2,Won,0,1,0.0,1.0,1.0,1,3.0303030303030303
"2024-01-30 - SEA 0, SJ 2",2024-01-30,SEA,0.71,0.5113404405273063,0,SJ,0.39,0.4886595594726938,2,Won,0,1,0.0,1.0,1.0,1,2.564102564102564
"2024-01-31 - OTT 3, DET 2",2024-01-31,OTT,0.5,0.4931096524248509,3,DET,0.55,0.5068903475751493,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-01-31 - LA 4, NSH 2",2024-01-31,LA,0.55,0.4428067791315501,4,NSH,0.5,0.5571932208684498,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-01-31 - SJ 2, ANA 3",2024-01-31,SJ,0.4,0.4544436973406296,2,ANA,0.65,0.5455563026593705,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-05 - COL 1, NYR 2",2024-02-05,COL,0.52,0.4467564917373017,1,NYR,0.52,0.5532435082626982,2,Won,0,1,0.0,1.0,1.0,1,1.923076923076923
"2024-02-05 - NYI 3, TOR 2",2024-02-05,NYI,0.43,0.4526927200926794,3,TOR,0.62,0.5473072799073205,2,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-02-06 - CGY 4, BOS 1",2024-02-06,CGY,0.39,0.4500220216299546,4,BOS,0.65,0.5499779783700455,1,Lost,1,0,1.0,0.0,1.0,1,2.564102564102564
"2024-02-06 - DAL 2, BUF 1",2024-02-06,DAL,0.61,0.456307291869256,2,BUF,0.44,0.5436927081307441,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-06 - VAN 3, CAR 2",2024-02-06,VAN,0.45,0.4382773908896478,3,CAR,0.59,0.5617226091103521,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-06 - PHI 2, FLA 1",2024-02-06,PHI,0.37,0.446950011767048,2,FLA,0.68,0.553049988232952,1,Lost,1,0,1.0,0.0,1.0,1,2.7027027027027026
"2024-02-06 - COL 3, NJ 5",2024-02-06,COL,0.55,0.4652495425850935,3,NJ,0.5,0.5347504574149065,5,Won,0,1,0.0,1.0,1.0,1,2.0
"2024-02-06 - WPG 0, PIT 3",2024-02-06,WPG,0.51,0.4606685829821474,0,PIT,0.53,0.5393314170178527,3,Won,0,1,0.0,1.0,1.0,1,1.8867924528301885
"2024-02-06 - MTL 5, WSH 2",2024-02-06,MTL,0.44,0.4421401488838345,5,WSH,0.61,0.5578598511161653,2,Lost,1,0,1.0,0.0,1.0,1,2.272727272727273
"2024-02-06 - EDM 1, VGK 3",2024-02-06,EDM,0.59,0.4670937720216242,1,VGK,0.45,0.532906227978376,3,Won,0,1,0.0,1.0,1.0,1,2.2222222222222223
"2024-02-07 - TB 1, NYR 3",2024-02-07,TB,0.49,0.4694020713946417,1,NYR,0.56,0.5305979286053583,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-07 - DAL 4, TOR 5",2024-02-07,DAL,0.48,0.435628142213348,4,TOR,0.57,0.564371857786652,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-07 - MIN 2, CHI 1",2024-02-07,MIN,0.68,0.4613424596225193,2,CHI,0.37,0.5386575403774806,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-08 - VAN 0, BOS 4",2024-02-08,VAN,0.48,0.3936683026705214,0,BOS,0.57,0.6063316973294784,4,Won,0,1,0.0,1.0,1.0,1,1.7543859649122808
"2024-02-08 - WSH 2, FLA 4",2024-02-08,WSH,0.31,0.4352650679697628,2,FLA,0.74,0.5647349320302373,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-08 - CGY 5, NJ 3",2024-02-08,CGY,0.48,0.4688738131744596,5,NJ,0.57,0.5311261868255402,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-08 - WPG 1, PHI 4",2024-02-08,WPG,0.56,0.4509137953425653,1,PHI,0.49,0.5490862046574347,4,Won,0,1,0.0,1.0,1.0,1,2.0408163265306123
"2024-02-08 - TB 2, NYI 6",2024-02-08,TB,0.45,0.4788674723884588,2,NYI,0.59,0.5211325276115412,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-08 - COL 2, CAR 5",2024-02-08,COL,0.48,0.4519184320954845,2,CAR,0.57,0.5480815679045156,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-08 - VGK 3, ARI 2",2024-02-08,VGK,0.57,0.4481129612716318,3,ARI,0.48,0.5518870387283683,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-09 - PIT 2, MIN 3",2024-02-09,PIT,0.53,0.5,2,MIN,0.51,0.5,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-09 - NYR 4, CHI 3",2024-02-09,NYR,0.75,0.5365757248265113,4,CHI,0.3,0.4634242751734886,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-09 - EDM 5, ANA 3",2024-02-09,EDM,0.74,0.5,5,ANA,0.31,0.5,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-10 - STL 3, BUF 1",2024-02-10,STL,,0.432378302,3,BUF,0.62,0.5676216978642961,1,Lost,0,0,1.0,0.0,0.0,0,
"2024-02-10 - VAN 3, DET 4",2024-02-10,VAN,0.58,0.5,3,DET,0.47,0.5,4,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-02-10 - DAL 3, MTL 2",2024-02-10,DAL,0.69,0.4910404314799837,3,MTL,0.36,0.5089595685200163,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-10 - CGY 5, NYI 2",2024-02-10,CGY,0.51,0.459396664245529,5,NYI,0.53,0.5406033357544711,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-10 - WSH 3, BOS 0",2024-02-10,WSH,0.31,0.418813453,3,BOS,0.74,0.5811865473228689,0,Lost,1,0,1.0,0.0,1.0,1,3.2258064516129035
"2024-02-10 - COL 0, FLA 4",2024-02-10,COL,0.48,0.4272010776131666,0,FLA,0.57,0.5727989223868333,4,Won,0,1,0.0,1.0,1.0,1,1.7543859649122808
"2024-02-10 - NJ 0, CAR 1",2024-02-10,NJ,0.43,0.442159994,0,CAR,0.62,0.5578400055374431,1,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-10 - TB 4, CBJ 2",2024-02-10,TB,0.64,0.4776361772040287,4,CBJ,0.41,0.5223638227959713,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-10 - TOR 3, OTT 5",2024-02-10,TOR,0.57,0.433630899,3,OTT,0.48,0.5663691011524641,5,Won,0,1,0.0,1.0,1.0,1,2.0833333333333335
"2024-02-10 - SEA 2, PHI 3",2024-02-10,SEA,0.52,0.4428387784051978,2,PHI,0.52,0.5571612215948023,3,Won,0,1,0.0,1.0,1.0,1,1.923076923076923
"2024-02-10 - PIT 1, WPG 2",2024-02-10,PIT,0.44,0.4744983693687716,1,WPG,0.61,0.5255016306312283,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-10 - ARI 4, NSH 5",2024-02-10,ARI,0.45,0.4092352332614567,4,NSH,0.59,0.5907647667385433,5,Won,0,1,0.0,1.0,1.0,1,1.6949152542372883
"2024-02-10 - EDM 0, LA 4",2024-02-10,EDM,0.56,0.4538158600315883,0,LA,0.49,0.5461841399684115,4,Won,0,1,0.0,1.0,1.0,1,2.0408163265306123
"2024-02-12 - SEA 1, NJ 3",2024-02-12,SEA,0.48,0.4723746633705818,1,NJ,0.57,0.527625337,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-12 - CGY 0, NYR 2",2024-02-12,CGY,0.42,0.4577440593908944,0,NYR,0.62,0.5422559406091054,2,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-12 - ARI 3, PHI 5",2024-02-12,ARI,0.44,0.3963308074258514,3,PHI,0.6,0.6036691925741486,5,Won,0,1,0.0,1.0,1.0,1,1.6666666666666667
"2024-02-12 - MIN 5, VGK 3",2024-02-12,MIN,0.45,0.5,5,VGK,0.59,0.5,3,Lost,1,0,1.0,0.0,1.0,1,2.2222222222222223
"2024-02-14 - FLA 5, PIT 2",2024-02-14,FLA,0.57,0.4694601973958409,5,PIT,0.47,0.5305398026041591,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-14 - SJ 0, WPG 1",2024-02-14,SJ,0.23,0.4501909955329735,0,WPG,0.82,0.5498090044670266,1,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-14 - MIN 3, ARI 1",2024-02-14,MIN,0.53,0.5,3,ARI,0.51,0.5,1,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-15 - SEA 4, BOS 1",2024-02-15,SEA,0.39,0.4390872705308827,4,BOS,0.65,0.5609127294691174,1,Lost,1,0,1.0,0.0,1.0,1,2.564102564102564
"2024-02-15 - FLA 4, BUF 0",2024-02-15,FLA,0.61,0.4629912112913586,4,BUF,0.44,0.5370087887086412,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-15 - LA 2, NJ 1",2024-02-15,LA,0.52,0.4251939514734245,2,NJ,0.52,0.5748060485265756,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-15 - MTL 4, NYR 7",2024-02-15,MTL,0.33,0.3918185395129159,4,NYR,0.71,0.6081814604870841,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-15 - ANA 5, OTT 1",2024-02-15,ANA,0.35,0.4063025086025988,5,OTT,0.69,0.5936974913974011,1,Lost,1,0,1.0,0.0,1.0,1,2.857142857142857
"2024-02-15 - COL 3, TB 6",2024-02-15,COL,0.49,0.4173960396831531,3,TB,0.56,0.5826039603168469,6,Won,0,1,0.0,1.0,1.0,1,1.7857142857142856
"2024-02-15 - PHI 3, TOR 4",2024-02-15,PHI,0.44,0.4733753291894428,3,TOR,0.61,0.5266246708105571,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-15 - EDM 3, STL 6",2024-02-15,EDM,0.69,0.5261731523664697,3,STL,,0.4738268476335301,6,Won,0,0,0.0,1.0,0.0,0,
"2024-02-15 - PIT 4, CHI 1",2024-02-15,PIT,0.67,0.5236894617481174,4,CHI,0.38,0.4763105382518826,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-15 - SJ 6, CGY 3",2024-02-15,SJ,0.28,0.4167555697311687,6,CGY,0.78,0.5832444302688312,3,Lost,1,0,1.0,0.0,1.0,1,3.571428571428571
"2024-02-15 - DAL 9, NSH 2",2024-02-15,DAL,0.61,0.4308779293150334,9,NSH,0.44,0.5691220706849668,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-15 - DET 1, VAN 4",2024-02-15,DET,0.4,0.3917556595477098,1,VAN,0.65,0.6082443404522903,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-16 - CAR 5, ARI 1",2024-02-16,CAR,0.69,0.5080506105624714,5,ARI,0.36,0.4919493894375286,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-19 - ANA 4, BUF 3",2024-02-19,ANA,0.38,0.3991383883531575,4,BUF,0.67,0.6008616116468424,3,Lost,1,0,1.0,0.0,1.0,1,2.6315789473684212
"2024-02-19 - DAL 3, BOS 4",2024-02-19,DAL,0.48,0.4625987999703558,3,BOS,0.57,0.5374012000296441,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-19 - TOR 4, STL 2",2024-02-19,TOR,0.61,0.5424620970932943,4,STL,,0.4575379029067058,2,Lost,0,0,1.0,0.0,0.0,0,
"2024-02-19 - VAN 7, MIN 10",2024-02-19,VAN,0.56,0.5368244555700769,7,MIN,0.48,0.463175544429923,10,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-19 - DET 4, SEA 3",2024-02-19,DET,0.48,0.4299089544358158,4,SEA,0.57,0.5700910455641843,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-19 - EDM 6, ARI 3",2024-02-19,EDM,0.74,0.5687396529214301,6,ARI,0.31,0.4312603470785697,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-19 - WPG 3, CGY 6",2024-02-19,WPG,0.56,0.4805576114013389,3,CGY,0.48,0.5194423885986611,6,Won,0,1,0.0,1.0,1.0,1,2.0833333333333335
"2024-02-19 - VGK 4, SJ 0",2024-02-19,VGK,0.74,0.4942622219880245,4,SJ,0.31,0.5057377780119754,0,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-19 - CHI 3, CAR 6",2024-02-19,CHI,0.23,0.4480498710995241,3,CAR,0.82,0.5519501289004759,6,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-19 - OTT 4, TB 2",2024-02-19,OTT,0.43,0.4703844423094962,4,TB,0.62,0.5296155576905038,2,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-02-20 - OTT 2, FLA 3",2024-02-20,OTT,0.31,0.4349287191969833,2,FLA,0.74,0.5650712808030168,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-20 - DAL 1, NYR 3",2024-02-20,DAL,0.47,0.434633961458881,1,NYR,0.57,0.565366038541119,3,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-20 - NYI 5, PIT 4",2024-02-20,NYI,0.49,0.4694218208622002,5,PIT,0.56,0.5305781791377998,4,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-20 - NJ 2, WSH 6",2024-02-20,NJ,0.64,0.4450537575997631,2,WSH,0.41,0.5549462424002367,6,Won,0,1,0.0,1.0,1.0,1,2.4390243902439024
"2024-02-20 - MIN 3, WPG 6",2024-02-20,MIN,0.44,0.4311603422928451,3,WPG,0.6,0.5688396577071549,6,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-20 - VAN 1, COL 3",2024-02-20,VAN,0.45,0.5189511887324791,1,COL,0.59,0.481048811267521,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-20 - NSH 5, VGK 3",2024-02-20,NSH,0.45,0.5198109774429155,5,VGK,0.59,0.4801890225570847,3,Lost,1,0,1.0,0.0,1.0,1,2.2222222222222223
"2024-02-20 - CBJ 1, LA 5",2024-02-20,CBJ,0.33,0.4642963384848924,1,LA,0.71,0.5357036615151073,5,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-20 - CBJ 1, LA 5",2024-02-20,CBJ,0.49,0.4642963384848924,1,LA,0.71,0.5357036615151073,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-21 - BUF 3, MTL 2",2024-02-21,BUF,0.6,0.5324302307196821,3,MTL,0.44,0.467569769280318,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-21 - PHI 3, CHI 1",2024-02-21,PHI,0.71,0.5270572569899137,3,CHI,0.33,0.4729427430100863,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-21 - CBJ 7, ANA 4",2024-02-21,CBJ,0.52,0.5155951485252018,7,ANA,0.52,0.4844048514747983,4,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-21 - TOR 6, ARI 3",2024-02-21,TOR,0.65,0.5252867923846057,6,ARI,0.4,0.4747132076153944,3,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-21 - BOS 6, EDM 5",2024-02-21,BOS,0.47,0.3859983055066606,6,EDM,0.57,0.6140016944933395,5,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-22 - FLA 0, CAR 1",2024-02-22,FLA,0.51,0.4514555534875376,0,CAR,0.53,0.5485444465124623,1,Won,0,1,0.0,1.0,1.0,1,1.8867924528301885
"2024-02-22 - COL 1, DET 2",2024-02-22,COL,0.57,0.4895610623869461,1,DET,0.47,0.510438937613054,2,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-02-22 - NYR 5, NJ 1",2024-02-22,NYR,0.52,0.4331594257708915,5,NJ,0.52,0.5668405742291085,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-22 - DAL 1, OTT 4",2024-02-22,DAL,0.62,0.4412404042634475,1,OTT,0.42,0.5587595957365523,4,Won,0,1,0.0,1.0,1.0,1,2.380952380952381
"2024-02-22 - MTL 1, PIT 4",2024-02-22,MTL,0.31,0.3939881186652822,1,PIT,0.74,0.6060118813347178,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-22 - WSH 5, TB 3",2024-02-22,WSH,0.38,0.4244883249977036,5,TB,0.67,0.5755116750022963,3,Lost,1,0,1.0,0.0,1.0,1,2.6315789473684212
"2024-02-22 - NYI 0, STL 4",2024-02-22,NYI,0.56,0.5,0,STL,,0.5,4,Won,0,0,0.0,1.0,0.0,0,
"2024-02-22 - BOS 2, CGY 3",2024-02-22,BOS,0.56,0.4301885535922915,2,CGY,0.49,0.5698114464077083,3,Won,0,1,0.0,1.0,1.0,1,2.0408163265306123
"2024-02-22 - VAN 2, SEA 5",2024-02-22,VAN,0.57,0.5141313851571783,2,SEA,0.47,0.4858686148428218,5,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-02-22 - TOR 7, VGK 3",2024-02-22,TOR,0.53,0.5259377088460974,7,VGK,0.51,0.4740622911539024,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-22 - NSH 4, LA 1",2024-02-22,NSH,0.44,0.4547200279277791,4,LA,0.6,0.5452799720722209,1,Lost,1,0,1.0,0.0,1.0,1,2.272727272727273
"2024-02-23 - BUF 2, CBJ 1",2024-02-23,BUF,0.61,0.4573237527792313,2,CBJ,0.43,0.5426762472207688,1,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-23 - WPG 3, CHI 2",2024-02-23,WPG,0.74,0.5430630997063282,3,CHI,0.31,0.4569369002936721,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-23 - MIN 4, EDM 2",2024-02-23,MIN,0.4,0.4187793498571208,4,EDM,0.65,0.5812206501428792,2,Lost,1,0,1.0,0.0,1.0,1,2.5
"2024-02-25 - TB 4, NJ 1",2024-02-25,TB,0.45,0.4160714749324022,4,NJ,0.59,0.5839285250675977,1,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-25 - PHI 6, PIT 7",2024-02-25,PHI,0.41,0.458298279846082,6,PIT,0.64,0.5417017201539182,7,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-25 - CAR 2, BUF 3",2024-02-25,CAR,0.57,0.4804411031766793,2,BUF,0.47,0.5195588968233205,3,Won,0,1,0.0,1.0,1.0,1,2.127659574468085
"2024-02-25 - NYR 2, CBJ 4",2024-02-25,NYR,0.64,0.4049908146539975,2,CBJ,0.41,0.5950091853460024,4,Won,0,1,0.0,1.0,1.0,1,2.4390243902439024
"2024-02-25 - DET 3, CHI 2",2024-02-25,DET,0.64,0.4740652186632668,3,CHI,0.41,0.5259347813367331,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-25 - ARI 3, WPG 4",2024-02-25,ARI,0.33,0.3959410298302757,3,WPG,0.71,0.6040589701697244,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-25 - NSH 4, ANA 2",2024-02-25,NSH,0.62,0.5170504546871054,4,ANA,0.42,0.4829495453128945,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-26 - OTT 3, WSH 6",2024-02-26,OTT,0.58,0.4611558237547613,3,WSH,0.45,0.5388441762452385,6,Won,0,1,0.0,1.0,1.0,1,2.2222222222222223
"2024-02-26 - NYI 3, DAL 2",2024-02-26,NYI,0.43,0.4648288748143527,3,DAL,0.62,0.5351711251856471,2,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-02-26 - LA 2, EDM 4",2024-02-26,LA,0.43,0.4234892777131596,2,EDM,0.61,0.5765107222868403,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-26 - BOS 3, SEA 4",2024-02-26,BOS,0.59,0.4564727365755665,3,SEA,0.45,0.5435272634244335,4,Won,0,1,0.0,1.0,1.0,1,2.2222222222222223
"2024-02-27 - WSH 3, DET 8",2024-02-27,WSH,0.41,0.4532920778207311,3,DET,0.64,0.5467079221792688,8,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-27 - BUF 2, FLA 3",2024-02-27,BUF,0.36,0.4523801712075466,2,FLA,0.69,0.5476198287924534,3,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-27 - ARI 2, MTL 4",2024-02-27,ARI,0.52,0.3806366310157107,2,MTL,0.52,0.6193633689842892,4,Won,0,1,0.0,1.0,1.0,1,1.923076923076923
"2024-02-27 - TB 2, PHI 6",2024-02-27,TB,0.56,0.4321323522854399,2,PHI,0.48,0.56786764771456,6,Won,0,1,0.0,1.0,1.0,1,2.0833333333333335
"2024-02-27 - VGK 6, TOR 2",2024-02-27,VGK,0.42,0.4075981318156678,6,TOR,0.62,0.5924018681843322,2,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-27 - CAR 3, MIN 2",2024-02-27,CAR,0.58,0.4776877386559471,3,MIN,0.47,0.522312261344053,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-27 - OTT 1, NSH 4",2024-02-27,OTT,0.47,0.4510829490092631,1,NSH,0.58,0.548917050990737,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-27 - STL 2, WPG 4",2024-02-27,STL,,0.407843109488418,2,WPG,0.65,0.592156890511582,4,Won,0,0,0.0,1.0,0.0,0,
"2024-02-27 - LA 2, CGY 4",2024-02-27,LA,0.51,0.4738496604002261,2,CGY,0.53,0.5261503395997738,4,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-27 - DAL 1, COL 5",2024-02-27,DAL,0.48,0.4592167549528855,1,COL,0.57,0.5407832450471144,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-27 - PIT 4, VAN 3",2024-02-27,PIT,0.43,0.5,4,VAN,0.61,0.5,3,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-02-27 - NJ 7, SJ 2",2024-02-27,NJ,0.71,0.5,7,SJ,0.34,0.5,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-28 - CBJ 1, NYR 4",2024-02-28,CBJ,0.33,0.4783542732178253,1,NYR,0.71,0.5216457267821747,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-28 - STL 2, EDM 3",2024-02-28,STL,,0.3856793026672383,2,EDM,0.74,0.6143206973327616,3,Won,0,0,0.0,1.0,0.0,0,
"2024-02-29 - VGK 4, BOS 5",2024-02-29,VGK,0.43,0.4097105200011003,4,BOS,0.62,0.5902894799988996,5,Won,0,0,0.0,1.0,0.0,0,0.0
"2024-02-29 - CAR 4, CBJ 2",2024-02-29,CAR,0.74,0.4355681875149926,4,CBJ,0.31,0.5644318124850074,2,Lost,0,1,1.0,0.0,0.0,1,0.0
"2024-02-29 - NYI 5, DET 3",2024-02-29,NYI,0.51,0.4708848170843147,5,DET,0.53,0.5291151829156853,3,Lost,0,0,1.0,0.0,0.0,0,0.0
"2024-02-29 - MTL 3, FLA 4",2024-02-29,MTL,0.26,0.4095210642133938,3,FLA,0.78,0.5904789357866059,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-29 - BUF 3, TB 2",2024-02-29,BUF,0.43,0.4818833310620697,3,TB,0.62,0.5181166689379302,2,Lost,1,0,1.0,0.0,1.0,1,2.3255813953488373
"2024-02-29 - ARI 2, TOR 4",2024-02-29,ARI,0.33,0.4269426271934757,2,TOR,0.71,0.5730573728065242,4,Won,1,0,0.0,1.0,0.0,1,0.0
"2024-02-29 - WPG 1, DAL 4",2024-02-29,WPG,0.47,0.4552554396673073,1,DAL,0.57,0.5447445603326927,4,Won,0,0,0.0,1.0,0.0,0,0.0
